,eplenmean,eprew,fps,total_timesteps,policy_loss,value_loss,policy_entropy,approxkl,clipfrac,l2_loss,train_score
206,51.42,6.2,2449,3391488.0,-0.0045148903,1.1039063,1.2926098,0.0039427294,0.07602946,599.0304,7.0
207,72.55,6.9,2604,3407872.0,-0.00542865,0.90965,1.2711487,0.0043773404,0.08616129,599.64764,7.0
208,67.04,6.3,2724,3424256.0,-0.0037997107,1.1003858,1.2949274,0.0044795023,0.089253746,600.16925,9.0
209,87.7,7.2,2704,3440640.0,-0.004899806,0.956327,1.3107923,0.005103034,0.108662926,600.7982,7.0
210,58.91,6.4,2547,3457024.0,-0.0069036,0.9435098,1.2851621,0.005271716,0.11027018,601.53516,6.0
211,68.19,6.6,2472,3473408.0,-0.006339409,1.1172985,1.3000551,0.004345654,0.08418783,602.3033,8.0
212,89.65,6.3,2472,3489792.0,-0.004460936,1.0238206,1.3391942,0.0052432083,0.10687256,603.0815,8.0
213,65.03,6.2,2502,3506176.0,-0.0063938512,0.8265135,1.3392702,0.005166593,0.11175537,603.79706,8.0
214,84.47,6.7,2673,3522560.0,-0.007389454,0.9344804,1.3957658,0.005202943,0.11061605,604.5291,7.0
215,132.06,6.0,2754,3538944.0,-0.0075188656,0.8909554,1.3353974,0.004587457,0.09568278,605.2863,6.0
216,67.19,6.8,2746,3555328.0,-0.008490595,0.88312477,1.3387038,0.004431315,0.093444824,606.0078,8.0
217,57.73,6.6,2597,3571712.0,-0.008832409,1.0150906,1.3449211,0.00502085,0.1011556,606.7233,7.0
218,79.68,6.8,2482,3588096.0,-0.0057863253,0.9355126,1.352393,0.0052616433,0.110575356,607.45807,6.0
219,82.76,7.9,2471,3604480.0,-0.007914914,0.78573227,1.3415111,0.005194579,0.10965983,608.1168,9.0
220,60.8,7.8,2456,3620864.0,-0.0055880225,1.0323137,1.2870232,0.0042813052,0.08797201,608.7649,9.0
221,74.61,6.9,2593,3637248.0,-0.006452637,0.9940426,1.2694008,0.00403802,0.08504232,609.30475,5.0
222,67.89,7.1,2753,3653632.0,-0.0075082574,0.9426388,1.3178908,0.0040377737,0.08312988,609.92773,6.0
